"name","number","start_year","end_year","supplier","latitude","longitude","elevation"
"CAPE LAMBERT","4082","1971","2004","Bureau of Meteorology","-20.615","117.1633","20.0"
"KARRATHA AERO","4083","1971","","Bureau of Meteorology","-20.7097","116.7742","5.3"
"SHAY GAP","4084","1972","1993","Bureau of Meteorology","-20.4958","120.1672","164.0"
"TAMBOURAH","4085","1898","1901","Bureau of Meteorology","-21.75","119.1833","330.0"
"SHERLOCK","4086","1956","","Bureau of Meteorology","-20.8956","117.6447","30.0"
"HARDING RIVER 3","4087","1967","1989","Bureau of Meteorology","-21.2333","117.05","200.0"
"NORTH POLE","4088","1977","1984","Bureau of Meteorology","-21.1467","119.4333","200.0"
"WICKHAM","4089","1981","2010","Bureau of Meteorology","-20.6744","117.1428","10.0"
"ROEBOURNE AERO","4090","2001","","Bureau of Meteorology","-20.7594","117.1583","10.7"
"KING BAY SUPPLY BASE","4091","1988","1997","Bureau of Meteorology","-20.5978","116.7764","15.0"
"HARDING DAM","4092","1983","2005","Bureau of Meteorology","-20.9786","117.0953","60.0"
"STRELLEY PUMPING STATION","4093","1983","2001","Bureau of Meteorology","-20.3292","119.1878","60.0"
"NIMINGARRA MINE","4094","1989","1994","Bureau of Meteorology","-20.4119","120.0103","160.0"
"LEGENDRE ISLAND","4095","1992","","Bureau of Meteorology","-20.3583","116.8431","29.0"
"MOUNT DIVIDE","4096","1988","1998","Bureau of Meteorology","-22.4272","120.8578","450.0"
"DAMPIER PORT","4097","1991","2001","Bureau of Meteorology","-20.6175","116.7517","48.0"
"DE GREY BOREFIELD","4098","1990","2001","Bureau of Meteorology","-20.2906","119.28","22.0"
"KARRATHA TOWN","4099","1992","1994","Bureau of Meteorology","-20.7381","116.8489","18.0"
"R 1 BOREHOLE","4101","1972","1983","Bureau of Meteorology","-20.3167","119.3333","28.0"
"MEENTHEENA","4102","1993","","Bureau of Meteorology","-21.2669","120.4544","220.0"
"NIFTY COPPER MINE","4103","1997","","Bureau of Meteorology","-21.6672","121.5756","290.0"
"PORT HEDLAND MILOS AWS COMPARISON","4104","1998","2001","Bureau of Meteorology","-20.3736","118.6297","9.0"
"NULLAGINE NORTH","4105","1999","2000","Bureau of Meteorology","-21.8603","120.1592","370.0"
"MARBLE BAR","4106","2000","","Bureau of Meteorology","-21.1756","119.7497","182.3"
"BOOLALOO","5000","1911","1951","Bureau of Meteorology","-22.5833","115.85","112.0"
"COOLAWANYAH","5001","1923","","Bureau of Meteorology","-21.8047","117.8056","360.0"
"DUCK CREEK","5002","1946","1998","Bureau of Meteorology","-22.515","116.5825","280.0"
"ETHEL CREEK","5003","1907","","Bureau of Meteorology","-22.8975","120.1733","425.0"
"EXMOUTH GULF","5004","1915","","Bureau of Meteorology","-22.3761","114.1108","15.0"
"HAMERSLEY","5005","1912","","Bureau of Meteorology","-22.2792","117.6772","590.0"
"KOOLINE","5006","1896","","Bureau of Meteorology","-22.9119","116.2903","160.0"
"LEARMONTH AIRPORT","5007","1945","","Bureau of Meteorology","-22.2406","114.0967","5.0"
"MARDIE","5008","1885","","Bureau of Meteorology","-21.1906","115.9797","11.0"
"MARILLANA","5009","1936","","Bureau of Meteorology","-22.6331","119.4081","430.0"
"MARRILLA","5010","1927","2001","Bureau of Meteorology","-22.9742","114.4597","120.0"
"MEILGA","5011","1914","1958","Bureau of Meteorology","-22.7","115.8","145.0"
"MILLSTREAM","5012","1897","","Bureau of Meteorology","-21.5906","117.0656","300.0"
"MINDEROO","5013","1912","","Bureau of Meteorology","-21.9964","115.0433","31.0"
"MOUNT FLORANCE","5014","1886","","Bureau of Meteorology","-21.7869","117.8647","450.0"
"MULGA DOWNS","5015","1897","","Bureau of Meteorology","-22.1039","118.4703","400.0"
"ONSLOW","5016","1886","2012","Bureau of Meteorology","-21.6364","115.1117","4.0"
"ONSLOW AIRPORT","5017","1940","","Bureau of Meteorology","-21.6689","115.1092","10.5"
"PEEDAMULLAH","5018","1895","1973","Bureau of Meteorology","-21.85","115.6167","150.0"
"WARRAMBOO","5019","1961","1963","Bureau of Meteorology","-21.6333","115.85","11.0"
"NINGALOO","5020","1898","","Bureau of Meteorology","-22.6975","113.6747","10.0"
"RANGE","5021","1927","1968","Bureau of Meteorology","-22.2667","115.4167","83.0"
"RED HILL","5022","1898","","Bureau of Meteorology","-21.975","116.0653","150.0"
"ROY HILL","5023","1900","1998","Bureau of Meteorology","-22.6217","119.9564","410.0"
"VLAMINGH HEAD","5024","1913","1997","Bureau of Meteorology","-21.8067","114.1072","12.0"
"WARRIE","5025","1927","1964","Bureau of Meteorology","-22.4","119.5333","414.0"
"WITTENOOM","5026","1949","","Bureau of Meteorology","-22.2425","118.3358","463.0"
"WITTENOOM GORGE","5027","1949","1950","Bureau of Meteorology","-22.3167","118.3167","610.0"
"WYLOO","5028","1903","","Bureau of Meteorology","-22.6906","116.2328","150.0"
"YALLEEN","5029","1930","","Bureau of Meteorology","-21.6767","116.3928","180.0"
"YANREY","5030","1897","","Bureau of Meteorology","-22.5064","114.7944","25.0"
"YARDIE CREEK","5031","1915","1982","Bureau of Meteorology","-21.8875","114.0092","6.0"
"YARRALOOLA HOMESTEAD","5032","1898","","Bureau of Meteorology","-21.5703","115.8786","50.0"
"KOORDARRIE","5033","1915","","Bureau of Meteorology","-22.2933","115.0342","150.0"
"MOUNT STUART","5034","1899","","Bureau of Meteorology","-22.4558","116.0508","160.0"
"TAMBREY","5035","1896","1949","Bureau of Meteorology","-21.6","117.6","387.0"
"GLEN FLORRIE STATION","5036","1921","","Bureau of Meteorology","-22.9367","115.9825","170.0"
"KANGIANGI","5037","1954","1972","Bureau of Meteorology","-21.7","117.45","340.0"
"CHINGINARRA","5038","1890","1909","Bureau of Meteorology","-21.3667","115.85","17.0"
"LEARMONTH ARTESIAN","5039","1916","1922","Bureau of Meteorology","-22.6","114.4","3.0"
"BALMORAL","5040","1912","","Bureau of Meteorology","-21.1594","116.1197","15.0"
"COORARA STATION","5041","1907","1948","Bureau of Meteorology","-22.6","116.1","163.0"
"DEEPDALE 1","5042","1911","1929","Bureau of Meteorology","-21.7","116.1","111.0"
"DIOMENOR","5043","1933","1942","Bureau of Meteorology","-21.9","115.2","8.0"
"FORTESCUE","5044","1887","1927","Bureau of Meteorology","-21.0583","116.1111","10.0"
"GIRALIA","5045","1913","","Bureau of Meteorology","-22.685","114.3672","30.0"
"HARDY JUNCTION","5046","1888","1936","Bureau of Meteorology","-22.7","116.1","138.0"
"KERDIADARY","5047","1901","1910","Bureau of Meteorology","-22.25","119.1","429.0"
"NANUTARRA","5048","1898","1997","Bureau of Meteorology","-22.5403","115.4981","80.0"
"TABLELAND","5049","1907","1915","Bureau of Meteorology","-21.6","117.6","387.0"
"MOUNT ENID","5050","1917","1931","Bureau of Meteorology","-21.6","116.4","250.0"
"EXMOUTH TOWN","5051","1964","","Bureau of Meteorology","-21.9303","114.126","13.0"
"KARRATHA STATION","5052","1900","","Bureau of Meteorology","-20.8831","116.6725","30.0"
"EAST INTERCOURSE ISLAND","5053","1966","1997","Bureau of Meteorology","-20.6553","116.6789","50.0"
"DEVILS BROOK","5054","1966","1968","Bureau of Meteorology","-20.8667","116.45","15.0"
"WITTENOOM AERO","5055","1964","","Bureau of Meteorology","-22.2275","118.345","441.7"
"BLACK HILLS","5056","1967","1976","Bureau of Meteorology","-21.2333","117.05","181.0"
"HARDING RIVER","5057","1967","1989","Bureau of Meteorology","-21.3417","117.0833","330.0"
"BARROW ISLAND","5058","1967","2000","Bureau of Meteorology","-20.8206","115.3931","62.0"
"NAVY CHARLIE","5060","1968","1971","Bureau of Meteorology","-22.3333","114.05","7.0"
"DAMPIER SALT","5061","1969","","Bureau of Meteorology","-20.7278","116.7483","6.0"
"JAMINU OUTCAMP","5062","1924","1930","Bureau of Meteorology","-22.3167","115.1833","43.0"
"MOUNT BROCKMAN","5063","1969","1976","Bureau of Meteorology","-22.3","117.2833","558.0"
"SAND HILL","5064","1971","1984","Bureau of Meteorology","-22.7825","119.6172","433.0"
"MONTE BELLO ISLANDS","5065","1956","1956","Bureau of Meteorology","-20.4167","115.55","0.0"
"UAROO","5066","1916","2004","Bureau of Meteorology","-22.7817","115.3706","100.0"
"CANE RIVER","5067","1966","1997","Bureau of Meteorology","-22.0894","115.6239","80.0"
"BULLARA","5068","1957","","Bureau of Meteorology","-22.6811","114.0394","20.0"
"PANNAWONICA","5069","1971","","Bureau of Meteorology","-21.6392","116.3308","200.0"
"ROBE","5070","1972","","Bureau of Meteorology","-21.3567","115.8208","10.0"
"PINDRAL OUTCAMP","5071","1972","","Bureau of Meteorology","-21.3444","115.9356","11.0"
"TOM PRICE","5072","1972","2011","Bureau of Meteorology","-22.6967","117.7703","746.0"
"HOOLEY","5073","1972","","Bureau of Meteorology","-21.8836","118.2217","500.0"
"MARANDOO","5074","1974","1997","Bureau of Meteorology","-22.6344","118.1119","726.0"
"NAVY ALPHA","5075","1974","1976","Bureau of Meteorology","-21.8222","114.1714","7.0"
"TOM PRICE AERO","5076","1976","1996","Bureau of Meteorology","-22.745","117.6656","606.0"
"EXMOUTH EMERGENCY SERVICE","5077","1976","1980","Bureau of Meteorology","-21.9325","114.1111","13.0"
"URALA","5078","1977","","Bureau of Meteorology","-21.7672","114.8211","5.0"
"CAPE RANGE","5080","1978","","Bureau of Meteorology","-22.1033","113.9997","324.0"
"DAMPIER RADAR","5081","1986","","Bureau of Meteorology","-20.6544","116.6822","50.0"
"ERAMURRA POOL","5082","1987","","Bureau of Meteorology","-21.0544","116.2575","50.0"
"KARRATHA WATER RESOURCES","5083","1974","1996","Bureau of Meteorology","-20.7692","116.8603","15.0"
"ROCKLEA","5085","1990","","Bureau of Meteorology","-22.8853","117.4464","420.0"
"FORTESCUE ROAD HOUSE","5086","1992","2008","Bureau of Meteorology","-21.2947","116.1383","55.0"
"MILLSTREAM CWS PUMPING STATION","5087","1972","1985","Bureau of Meteorology","-21.5833","117.05","291.0"
"MULYERING","5088","1992","","Bureau of Meteorology","-21.2475","116.0733","38.0"
"PACKSADDLE CAMP","5089","1989","2002","Bureau of Meteorology","-22.9003","118.7031","720.0"
"MOUNT MINNIE","5090","1997","","Bureau of Meteorology","-21.9711","115.4325","55.0"
"DAMPIER  H.I.","5091","1997","1998","Bureau of Meteorology","-20.6561","116.7233","25.0"
"LEARMONTH MILOS AWS COMPARISON","5092","1998","2001","Bureau of Meteorology","-22.2367","114.0869","5.0"
"AUSKI MUNJINA ROADHOUSE","5093","1998","","Bureau of Meteorology","-22.3767","118.6886","460.0"
"BARROW ISLAND AIRPORT","5094","1998","","Bureau of Meteorology","-20.875","115.4056","6.4"
"CHEELA PLAINS","5095","2002","","Bureau of Meteorology","-22.9367","116.9731","300.0"
"POINT MURAT NAVY PIER","5096","2007","","Bureau of Meteorology","-21.8167","114.191","6.8"
"LEARMONTH SOLAR OBSERVATORY","5097","2013","","Bureau of Meteorology","-22.2183","114.1031","11.0"
"BIDGEMIA","6000","1887","","Bureau of Meteorology","-25.0417","115.3092","180.0"
"BILLABALONG","6001","1901","","Bureau of Meteorology","-27.4231","115.8347","254.0"
"BINTHALYA","6002","1904","1979","Bureau of Meteorology","-24.685","114.8358","90.0"
"BOOLATHANA","6003","1897","","Bureau of Meteorology","-24.6525","113.6936","4.0"
"BOOLOGOORO","6004","1904","1982","Bureau of Meteorology","-24.3333","114.0242","90.0"
"BRICKHOUSE","6005","1903","","Bureau of Meteorology","-24.8208","113.7853","15.0"
"BULLARDOO","6006","1910","1985","Bureau of Meteorology","-27.855","115.6733","300.0"
"TALISKER","6007","1998","2004","Bureau of Meteorology","-26.2739","115.2578","218.0"
"CALLAGIDDY STATION","6008","1910","","Bureau of Meteorology","-25.0481","114.0294","25.0"
"CARDABIA","6009","1913","","Bureau of Meteorology","-23.105","113.8031","6.0"
"CAREY DOWNS","6010","1910","","Bureau of Meteorology","-25.6114","115.4625","250.0"
"CARNARVON AIRPORT","6011","1945","","Bureau of Meteorology","-24.8878","113.67","4.0"
"CARRARANG","6012","1894","2000","Bureau of Meteorology","-26.4628","113.505","20.0"
"COBURN STATION","6013","1946","2010","Bureau of Meteorology","-26.6972","114.3181","150.0"
"COOKERABINGIE","6014","1929","1955","Bureau of Meteorology","-23.5","114.1","15.0"
"COORALYA","6015","1891","","Bureau of Meteorology","-24.4447","114.0781","45.0"
"CORDALIA","6016","1931","1949","Bureau of Meteorology","-23.3","114.7","113.0"
"DAIRY CREEK","6017","1900","","Bureau of Meteorology","-25.2786","115.8633","300.0"
"DIRK HARTOG ISLAND","6018","1893","1948","Bureau of Meteorology","-26.0333","113.2167","0.0"
"DOORAWARRAH","6019","1897","","Bureau of Meteorology","-24.8061","114.4322","70.0"
"EDAGGEE","6020","1915","","Bureau of Meteorology","-25.36","114.2292","30.0"
"EUDAMULLAH","6021","1928","","Bureau of Meteorology","-24.4508","115.6072","400.0"
"GASCOYNE JUNCTION","6022","1907","","Bureau of Meteorology","-25.0544","115.21","144.0"
"GNARALOO","6023","1912","","Bureau of Meteorology","-23.8222","113.5256","20.0"
"GOOMBARDIE","6024","1929","1954","Bureau of Meteorology","-24.6667","114.35","70.0"
"HAMELIN POOL","6025","1885","","Bureau of Meteorology","-26.3994","114.1658","15.0"
"HAMELIN STATION","6026","1926","","Bureau of Meteorology","-26.4275","114.1919","25.0"
"JIMBA JIMBA","6027","1888","","Bureau of Meteorology","-25.0442","115.1331","180.0"
"THE OVERLANDER","6028","1959","1970","Bureau of Meteorology","-26.4","114.4667","67.0"
"LYNDON","6029","1898","","Bureau of Meteorology","-23.6361","115.2461","210.0"
"LYONS RIVER","6030","1906","","Bureau of Meteorology","-24.6314","115.3383","175.0"
"MANGAROON","6031","1906","1981","Bureau of Meteorology","-23.915","115.6183","300.0"
"MARDATHUNA","6032","1918","","Bureau of Meteorology","-24.4733","114.5553","90.0"
"MAROONAH","6033","1896","","Bureau of Meteorology","-23.4792","115.5478","250.0"
"MARRON","6034","1911","","Bureau of Meteorology","-25.3656","114.3594","40.0"
"MEADOW STATION","6035","1932","1985","Bureau of Meteorology","-26.7025","114.6183","180.0"
"MEEDO","6036","1899","","Bureau of Meteorology","-25.6631","114.6261","60.0"
"MERLINLEIGH","6037","1925","1982","Bureau of Meteorology","-24.3142","115.1892","300.0"
"MIA MIA","6038","1903","","Bureau of Meteorology","-23.3817","114.4375","75.0"
"MINILYA","6039","1901","","Bureau of Meteorology","-23.8497","113.9714","3.0"
"MINNIE CREEK","6040","1900","","Bureau of Meteorology","-24.0306","115.6967","300.0"
"MOOGOOREE","6041","1920","1981","Bureau of Meteorology","-24.0633","115.205","300.0"
"MOUNT SANDIMAN","6042","1947","2003","Bureau of Meteorology","-24.4117","115.3958","370.0"
"NEW FOREST","6043","1900","1987","Bureau of Meteorology","-27.37","115.6517","300.0"
"DENHAM","6044","1893","","Bureau of Meteorology","-25.9261","113.5319","9.0"
"TAMALA","6045","1900","","Bureau of Meteorology","-26.6969","113.7158","50.0"
"TOWERA","6046","1892","2000","Bureau of Meteorology","-23.1747","115.1194","120.0"
"TOWRANA","6047","1914","1995","Bureau of Meteorology","-25.405","115.2267","200.0"
"TWIN PEAKS","6048","1903","2011","Bureau of Meteorology","-27.3853","115.9664","260.0"
"WAIL","6049","1906","1944","Bureau of Meteorology","-27.1","115.5","268.0"
"WANDAGEE","6050","1890","","Bureau of Meteorology","-23.7647","114.5539","90.0"
"WANDINA","6051","1945","2007","Bureau of Meteorology","-27.9864","115.6306","300.0"
"WILLIAMBURY","6052","1888","","Bureau of Meteorology","-23.8608","115.1475","190.0"
"WINDERIE","6053","1909","","Bureau of Meteorology","-25.3017","115.1161","170.0"
"WOODLEIGH","6054","1926","","Bureau of Meteorology","-26.0511","114.7542","180.0"
"WOOLGORONG","6055","1904","","Bureau of Meteorology","-27.7456","115.8286","300.0"
"WOORAMEL","6056","1898","","Bureau of Meteorology","-25.74","114.2847","16.0"
"YALBALGO","6057","1909","1980","Bureau of Meteorology","-25.1833","114.6767","90.0"
"YALLALONG","6058","1904","","Bureau of Meteorology","-27.4278","115.5147","240.0"
"YARINGA STATION","6059","1923","","Bureau of Meteorology","-25.9436","114.3222","13.0"
"CARBLA STATION","6060","1913","","Bureau of Meteorology","-26.2011","114.2869","30.0"
"MEERAGOOLIA","6061","1947","2011","Bureau of Meteorology","-24.9017","114.2164","45.0"
"CARNARVON POST OFFICE","6062","1883","1951","Bureau of Meteorology","-24.885","113.6569","4.6"
"COOLCALALYA","6063","1929","1943","Bureau of Meteorology","-27.5167","115.05","209.0"
"MOOGOOREE O.S.","6064","1930","1947","Bureau of Meteorology","-24.2167","115.3833","261.0"
"PLEAIDES","6065","1929","1954","Bureau of Meteorology","-23.4","114.7","118.0"
"WINNING","6066","1898","","Bureau of Meteorology","-23.1567","114.5403","75.0"
"MIA MIA 2 SUB BORE","6067","1953","1955","Bureau of Meteorology","-23.5","114.0167","27.0"
"WAHROONGA","6068","1953","","Bureau of Meteorology","-25.4906","114.3981","40.0"
"MOUNT NARRYER","6069","1900","","Bureau of Meteorology","-26.5903","115.9267","300.0"
"HILL SPRINGS","6070","1949","","Bureau of Meteorology","-24.3058","114.5003","60.0"
"MUGGON","6071","1932","","Bureau of Meteorology","-26.6167","115.5467","280.0"
"EMU CREEK STATION","6072","1898","","Bureau of Meteorology","-23.0314","115.0414","111.0"
"MILLIE MILLIE","6074","1889","1897","Bureau of Meteorology","-24.8667","114.5833","92.0"
"BOODALIA","6075","1921","1934","Bureau of Meteorology","-25.2","113.9","16.0"
"BOOLAGOORDA","6076","1912","1919","Bureau of Meteorology","-26.3","114.25","11.0"
"BOUNDARY STORE","6077","1918","1928","Bureau of Meteorology","-25.3","115.6","194.0"
"CALLATHARRA","6078","1928","1939","Bureau of Meteorology","-25.8","115.1","186.0"
"ELLA VALLA","6079","1907","2005","Bureau of Meteorology","-25.0881","114.3836","60.0"
"NANGA","6080","1963","1996","Bureau of Meteorology","-26.2564","113.8064","20.0"
"NILEMAH","6081","1915","1931","Bureau of Meteorology","-26.4","114.05","0.0"
"POINT CHARLES","6082","1906","1930","Bureau of Meteorology","-24.5","113.5","0.0"
"SHAWS TANK","6083","1922","1942","Bureau of Meteorology","-24.3","113.8","0.0"
"WARROORA","6084","1909","","Bureau of Meteorology","-23.4853","113.7811","20.0"
"YALOBIA","6085","1894","1940","Bureau of Meteorology","-24.2","114.1","30.0"
"MINGENEW WELL","6086","1895","1899","Bureau of Meteorology","-25.2333","115.6333","200.0"
"BRICKHOUSE WOOLSHED","6087","1966","1977","Bureau of Meteorology","-24.8167","113.8333","17.0"
"COORALYA O.S.","6088","1929","1931","Bureau of Meteorology","-24.4333","114.2667","52.0"
"CAPE FARQUHAR","6089","1913","1920","Bureau of Meteorology","-23.6333","113.6167","5.0"
"MEEBERRIE","6090","1920","1994","Bureau of Meteorology","-26.96","115.9733","300.0"
"MEARABUNDIE","6091","1906","1910","Bureau of Meteorology","-25.9667","115.9833","292.0"
"BILLABONG ASA","6092","1969","","Bureau of Meteorology","-26.8156","114.6133","129.6"
